parcellation,seed,input_set,target,leak_score,threshold,exceeds,verdict
Glasser,1,pred_FC+bv+demo,age,0.9999999999999792,0.85,True,EXEMPT_FLAGGED
Glasser,5,pred_FC+bv+demo,age,0.9999999999999786,0.85,True,EXEMPT_FLAGGED
Glasser,5,pred_SC+bv+demo,age,0.9999999999999768,0.85,True,EXEMPT_FLAGGED
Glasser,8,pred_FC+bv+demo,age,0.9999999999999758,0.85,True,EXEMPT_FLAGGED
Glasser,6,pred_FC+bv+demo,age,0.9999999999999742,0.85,True,EXEMPT_FLAGGED
Glasser,3,pred_FC+bv+demo,age,0.999999999999958,0.85,True,EXEMPT_FLAGGED
Glasser,3,obs_SC+bv+demo,age,0.9395386876633536,0.85,True,EXEMPT_FLAGGED
Glasser,9,obs_SC+bv+demo,age,0.937036910036098,0.85,True,EXEMPT_FLAGGED
Glasser,3,obs_SC+pred_FC+bv+demo,age,0.9341448597435942,0.85,True,EXEMPT_FLAGGED
Glasser,1,obs_SC+bv+demo,age,0.932209218684413,0.85,True,EXEMPT_FLAGGED
Glasser,9,obs_SC+pred_FC+bv+demo,age,0.9292022362274484,0.85,True,EXEMPT_FLAGGED
Glasser,1,obs_SC+pred_FC+bv+demo,age,0.9264983654426716,0.85,True,EXEMPT_FLAGGED
Glasser,6,obs_SC+bv+demo,age,0.9238627926811568,0.85,True,EXEMPT_FLAGGED
Glasser,8,obs_SC+bv+demo,age,0.9219122478857252,0.85,True,EXEMPT_FLAGGED
Glasser,4,obs_SC+bv+demo,age,0.917918756737984,0.85,True,EXEMPT_FLAGGED
Glasser,6,obs_SC+pred_FC+bv+demo,age,0.916724412918397,0.85,True,EXEMPT_FLAGGED
Glasser,2,obs_SC+bv+demo,age,0.9167125495064218,0.85,True,EXEMPT_FLAGGED
Glasser,5,obs_SC+bv+demo,age,0.9161721969302384,0.85,True,EXEMPT_FLAGGED
Glasser,0,obs_SC+bv+demo,age,0.9160883041439524,0.85,True,EXEMPT_FLAGGED
Glasser,8,obs_SC+pred_FC+bv+demo,age,0.911995097614538,0.85,True,EXEMPT_FLAGGED
Glasser,7,obs_SC+bv+demo,age,0.9112930967563312,0.85,True,EXEMPT_FLAGGED
Glasser,4,obs_SC+pred_FC+bv+demo,age,0.9088063981907556,0.85,True,EXEMPT_FLAGGED
Glasser,0,obs_SC+pred_FC+bv+demo,age,0.9082387268215656,0.85,True,EXEMPT_FLAGGED
Glasser,2,obs_SC+pred_FC+bv+demo,age,0.9061476752005888,0.85,True,EXEMPT_FLAGGED
Glasser,5,obs_SC+pred_FC+bv+demo,age,0.9050961845626344,0.85,True,EXEMPT_FLAGGED
Glasser,7,obs_SC+pred_FC+bv+demo,age,0.9013810511235386,0.85,True,EXEMPT_FLAGGED
Glasser,3,obs_FC+bv+demo,age,0.8681175675240288,0.85,True,EXEMPT_FLAGGED
Glasser,3,obs_FC+pred_SC+bv+demo,age,0.8656465519151038,0.85,True,EXEMPT_FLAGGED
Glasser,9,obs_FC+bv+demo,age,0.8626069484471146,0.85,True,EXEMPT_FLAGGED
Glasser,9,obs_FC+pred_SC+bv+demo,age,0.8592713434777443,0.85,True,EXEMPT_FLAGGED
Glasser,3,everything,age,0.8310397821148366,0.85,False,ok
Glasser,9,everything,age,0.8254151187188422,0.85,False,ok
Glasser,1,obs_FC+bv+demo,age,0.8245477013729581,0.85,False,ok
Glasser,5,obs_FC+bv+demo,age,0.8226942159058996,0.85,False,ok
Glasser,1,obs_FC+pred_SC+bv+demo,age,0.820700516607095,0.85,False,ok
Glasser,8,obs_FC+bv+demo,age,0.819566603186337,0.85,False,ok
Glasser,5,obs_FC+pred_SC+bv+demo,age,0.8187052090936598,0.85,False,ok
Glasser,4,obs_FC+bv+demo,age,0.8181032612679123,0.85,False,ok
Glasser,0,obs_FC+bv+demo,age,0.8175212913690548,0.85,False,ok
Glasser,8,obs_FC+pred_SC+bv+demo,age,0.8160444839308983,0.85,False,ok
Glasser,4,obs_FC+pred_SC+bv+demo,age,0.815047646112708,0.85,False,ok
Glasser,0,obs_FC+pred_SC+bv+demo,age,0.8132883406957861,0.85,False,ok
Glasser,2,obs_FC+bv+demo,age,0.8086754108418014,0.85,False,ok
Glasser,1,everything,age,0.8053573828314587,0.85,False,ok
Glasser,2,obs_FC+pred_SC+bv+demo,age,0.8034999707597944,0.85,False,ok
Glasser,6,obs_FC+bv+demo,age,0.8033367145856399,0.85,False,ok
Glasser,6,obs_FC+pred_SC+bv+demo,age,0.8004878768403247,0.85,False,ok
Glasser,4,everything,age,0.7830243063750718,0.85,False,ok
Glasser,5,everything,age,0.7679337412735274,0.85,False,ok
Glasser,2,everything,age,0.765654485380639,0.85,False,ok
Glasser,6,everything,age,0.7639543645512158,0.85,False,ok
Glasser,0,everything,age,0.7621888252505881,0.85,False,ok
Glasser,8,everything,age,0.7568551127461223,0.85,False,ok
Glasser,7,obs_FC+bv+demo,age,0.7561263726346727,0.85,False,ok
Glasser,7,obs_FC+pred_SC+bv+demo,age,0.7513413912269497,0.85,False,ok
Glasser,7,everything,age,0.7181023232692011,0.85,False,ok
Glasser,3,pred_SC+bv,age,0.6381025023585123,0.85,False,ok
Glasser,0,pred_SC+bv,age,0.5930273177208385,0.85,False,ok
Glasser,9,obs_FC+pred_SC+bv,age,0.5657015276236474,0.85,False,ok
Glasser,3,obs_FC+pred_SC+bv,age,0.5618164044585062,0.85,False,ok
Glasser,5,pred_SC+bv,age,0.5608106618745647,0.85,False,ok
Glasser,3,pred_FC+bv,age,0.5551542714467549,0.85,False,ok
Glasser,6,pred_SC+bv,age,0.553159993064913,0.85,False,ok
Glasser,0,pred_FC+bv,age,0.547425948013724,0.85,False,ok
Glasser,9,obs_FC+obs_SC,age,0.5392392402154159,0.85,False,ok
Glasser,9,obs_FC+pred_SC,age,0.531688747025961,0.85,False,ok
Glasser,6,pred_FC+bv,age,0.5316451651645518,0.85,False,ok
Glasser,9,obs_FC,age,0.5314488174367566,0.85,False,ok
Glasser,3,obs_FC+obs_SC,age,0.5275870599873351,0.85,False,ok
Glasser,3,obs_FC,age,0.5183862683515676,0.85,False,ok
Glasser,3,obs_FC+pred_SC,age,0.5128626337318498,0.85,False,ok
Glasser,9,pred_SC+bv,age,0.5122965512232688,0.85,False,ok
Glasser,1,pred_SC+bv,age,0.5120059408709025,0.85,False,ok
Glasser,8,pred_SC+bv,age,0.5106612266255165,0.85,False,ok
Glasser,9,pred_FC+bv,age,0.5024744016211912,0.85,False,ok
Glasser,0,obs_FC+pred_SC+bv,age,0.4999603670155764,0.85,False,ok
Glasser,5,pred_FC+bv,age,0.4975490622250584,0.85,False,ok
Glasser,1,pred_FC+bv,age,0.4910354046691491,0.85,False,ok
Glasser,0,obs_FC+obs_SC,age,0.4826532115702641,0.85,False,ok
Glasser,5,obs_FC+pred_SC+bv,age,0.4744919383530145,0.85,False,ok
Glasser,8,obs_FC+pred_SC+bv,age,0.4730976850833733,0.85,False,ok
Glasser,1,obs_FC+obs_SC,age,0.4689156384858545,0.85,False,ok
Glasser,4,obs_FC+obs_SC,age,0.4665645019954292,0.85,False,ok
Glasser,7,pred_FC+bv,age,0.4631364432221203,0.85,False,ok
Glasser,0,pred_SC,age,0.4629681162250011,0.85,False,ok
Glasser,8,obs_FC+pred_SC,age,0.460286188107556,0.85,False,ok
Glasser,0,obs_FC+pred_SC,age,0.4592745877068356,0.85,False,ok
Glasser,8,obs_FC,age,0.4576882341297898,0.85,False,ok
Glasser,0,obs_FC,age,0.4559877492400074,0.85,False,ok
Glasser,5,obs_FC+obs_SC,age,0.4506809199064449,0.85,False,ok
Glasser,1,obs_FC+pred_SC+bv,age,0.4504760994543221,0.85,False,ok
Glasser,8,pred_FC+bv,age,0.446976654299927,0.85,False,ok
Glasser,4,obs_FC+pred_SC+bv,age,0.4425034181044319,0.85,False,ok
Glasser,2,pred_FC+bv,age,0.4329241692443858,0.85,False,ok
Glasser,7,pred_SC+bv,age,0.4327679200280394,0.85,False,ok
Glasser,5,obs_FC+pred_SC,age,0.431584483737942,0.85,False,ok
Glasser,2,obs_FC+pred_SC+bv,age,0.4301067573274578,0.85,False,ok
Glasser,6,obs_FC+pred_SC+bv,age,0.4299319775906765,0.85,False,ok
Glasser,5,obs_FC,age,0.4284471514382345,0.85,False,ok
Glasser,8,obs_FC+obs_SC,age,0.4218080849988692,0.85,False,ok
Glasser,8,pred_SC,age,0.4114312037802085,0.85,False,ok
Glasser,2,obs_FC+obs_SC,age,0.4094472340346022,0.85,False,ok
Glasser,6,obs_FC+obs_SC,age,0.4090203632243685,0.85,False,ok
Glasser,4,obs_FC+pred_SC,age,0.404258324191497,0.85,False,ok
Glasser,9,pred_SC,age,0.4040774209195533,0.85,False,ok
Glasser,4,obs_FC,age,0.4035729773953769,0.85,False,ok
Glasser,7,obs_FC+obs_SC,age,0.4021324199453615,0.85,False,ok
Glasser,1,obs_FC,age,0.3936223028591563,0.85,False,ok
Glasser,6,obs_FC,age,0.3928611698212633,0.85,False,ok
Glasser,1,obs_FC+pred_SC,age,0.391059893090089,0.85,False,ok
Glasser,3,obs_SC,age,0.390301115810291,0.85,False,ok
Glasser,6,obs_FC+pred_SC,age,0.3901596142245185,0.85,False,ok
Glasser,4,pred_FC+bv,age,0.3898995848821123,0.85,False,ok
Glasser,3,obs_SC+pred_FC,age,0.3891354093751279,0.85,False,ok
Glasser,7,obs_FC+pred_SC+bv,age,0.3798335317050272,0.85,False,ok
Glasser,0,obs_SC,age,0.3784038984385713,0.85,False,ok
Glasser,0,obs_SC+pred_FC,age,0.3771761338804435,0.85,False,ok
Glasser,2,obs_FC,age,0.3736465781803147,0.85,False,ok
Glasser,2,obs_FC+pred_SC,age,0.3735347622588162,0.85,False,ok
Glasser,4,pred_SC+bv,age,0.368279515175176,0.85,False,ok
Glasser,1,obs_SC+pred_FC,age,0.3611054059692043,0.85,False,ok
Glasser,4,obs_SC,age,0.3598983079068055,0.85,False,ok
Glasser,1,obs_SC,age,0.3597357622657677,0.85,False,ok
Glasser,4,obs_SC+pred_FC,age,0.3592382500221147,0.85,False,ok
Glasser,3,pred_SC,age,0.3536505549680196,0.85,False,ok
Glasser,9,obs_SC,age,0.3499044149084089,0.85,False,ok
Glasser,7,obs_SC,age,0.3489267063242883,0.85,False,ok
Glasser,9,obs_SC+pred_FC,age,0.3481379051882464,0.85,False,ok
Glasser,2,pred_SC+bv,age,0.3465852328431797,0.85,False,ok
Glasser,7,obs_SC+pred_FC,age,0.3445352840874723,0.85,False,ok
Glasser,7,obs_FC+pred_SC,age,0.3383712712451718,0.85,False,ok
Glasser,7,obs_FC,age,0.3369824275966782,0.85,False,ok
Glasser,6,pred_SC,age,0.3239107837173768,0.85,False,ok
Glasser,2,obs_SC+pred_FC,age,0.3231930248536823,0.85,False,ok
Glasser,9,pred_FC,age,0.3203714524459942,0.85,False,ok
Glasser,2,obs_SC,age,0.3184811335506217,0.85,False,ok
Glasser,5,pred_SC,age,0.3147709757624147,0.85,False,ok
Glasser,3,pred_FC,age,0.3126230195795518,0.85,False,ok
Glasser,6,obs_SC,age,0.3119586577896672,0.85,False,ok
Glasser,1,pred_FC,age,0.3089209681478883,0.85,False,ok
Glasser,6,obs_SC+pred_FC,age,0.3087836792818209,0.85,False,ok
Glasser,0,pred_FC,age,0.305890067206905,0.85,False,ok
Glasser,2,pred_FC,age,0.2988747990859419,0.85,False,ok
Glasser,4,pred_FC,age,0.2955499615222728,0.85,False,ok
Glasser,8,pred_FC,age,0.2901744187548756,0.85,False,ok
Glasser,5,obs_SC,age,0.2856897564029256,0.85,False,ok
Glasser,1,pred_SC,age,0.2856512643910797,0.85,False,ok
Glasser,5,obs_SC+pred_FC,age,0.2817852284860295,0.85,False,ok
Glasser,7,pred_FC,age,0.27919140557548,0.85,False,ok
Glasser,5,pred_FC,age,0.2780069944228149,0.85,False,ok
Glasser,6,pred_FC,age,0.2758551937787166,0.85,False,ok
Glasser,8,obs_SC+pred_FC,age,0.2611399967531909,0.85,False,ok
Glasser,8,obs_SC,age,0.258426008961171,0.85,False,ok
Glasser,7,pred_SC,age,0.2568238736979064,0.85,False,ok
Glasser,4,pred_SC,age,0.2529750654631045,0.85,False,ok
Glasser,2,pred_SC,age,0.1828955996372709,0.85,False,ok
Glasser,0,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,0,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,0,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,obs_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,obs_FC+pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,1,everything,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,2,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,2,obs_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,2,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,2,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,2,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,2,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,obs_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,3,everything,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,obs_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,4,everything,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,5,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,5,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,5,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,5,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,5,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,6,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,6,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,6,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,6,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,6,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,obs_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,obs_FC+pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,7,everything,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,8,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,8,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,8,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,8,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,8,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,9,bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,9,obs_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,9,pred_SC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,9,pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,9,obs_SC+pred_FC+bv+demo,sex,1.0,0.99,True,EXEMPT_FLAGGED
Glasser,5,obs_FC+bv+demo,sex,0.9947368421052633,0.99,True,EXEMPT_FLAGGED
Glasser,5,obs_FC+pred_SC+bv+demo,sex,0.9947368421052633,0.99,True,EXEMPT_FLAGGED
Glasser,0,obs_SC+bv+demo,sex,0.99438202247191,0.99,True,EXEMPT_FLAGGED
Glasser,0,obs_SC+pred_FC+bv+demo,sex,0.99438202247191,0.99,True,EXEMPT_FLAGGED
Glasser,8,obs_FC+bv+demo,sex,0.99438202247191,0.99,True,EXEMPT_FLAGGED
Glasser,8,obs_FC+pred_SC+bv+demo,sex,0.99438202247191,0.99,True,EXEMPT_FLAGGED
Glasser,8,everything,sex,0.99438202247191,0.99,True,EXEMPT_FLAGGED
Glasser,4,obs_FC+pred_SC+bv+demo,sex,0.9939024390243902,0.99,True,EXEMPT_FLAGGED
Glasser,9,obs_FC+bv+demo,sex,0.991150442477876,0.99,True,EXEMPT_FLAGGED
Glasser,9,obs_FC+pred_SC+bv+demo,sex,0.991150442477876,0.99,True,EXEMPT_FLAGGED
Glasser,9,everything,sex,0.991150442477876,0.99,True,EXEMPT_FLAGGED
Glasser,0,everything,sex,0.9905660377358492,0.99,True,EXEMPT_FLAGGED
Glasser,7,obs_FC+obs_SC,sex,0.99,0.99,False,ok
Glasser,0,obs_FC+bv+demo,sex,0.9896650413398348,0.99,False,ok
Glasser,0,obs_FC+pred_SC+bv+demo,sex,0.9896650413398348,0.99,False,ok
Glasser,2,everything,sex,0.9895116179001722,0.99,False,ok
Glasser,5,everything,sex,0.9894736842105264,0.99,False,ok
Glasser,3,obs_FC+pred_SC+bv+demo,sex,0.9885057471264368,0.99,False,ok
Glasser,6,obs_FC+bv+demo,sex,0.9883720930232558,0.99,False,ok
Glasser,6,obs_FC+pred_SC+bv+demo,sex,0.9883720930232558,0.99,False,ok
Glasser,6,everything,sex,0.9883720930232558,0.99,False,ok
Glasser,5,obs_FC+obs_SC,sex,0.9844736842105264,0.99,False,ok
Glasser,2,obs_FC+pred_SC+bv+demo,sex,0.98348752151463,0.99,False,ok
Glasser,9,obs_FC+obs_SC,sex,0.980701567331272,0.99,False,ok
Glasser,0,obs_FC+obs_SC,sex,0.9755140979436082,0.99,False,ok
Glasser,7,obs_FC+pred_SC+bv,sex,0.9747368421052632,0.99,False,ok
Glasser,8,obs_FC+obs_SC,sex,0.9680941276234896,0.99,False,ok
Glasser,4,pred_FC+bv,sex,0.9673537664580184,0.99,False,ok
Glasser,4,obs_FC+obs_SC,sex,0.966760198575437,0.99,False,ok
Glasser,8,obs_FC+pred_SC+bv,sex,0.963377146491414,0.99,False,ok
Glasser,8,pred_SC+bv,sex,0.9568581725673098,0.99,False,ok
Glasser,1,obs_FC+obs_SC,sex,0.9564171122994652,0.99,False,ok
Glasser,8,obs_FC,sex,0.9559571761712952,0.99,False,ok
Glasser,6,obs_FC+pred_SC+bv,sex,0.9547151696180928,0.99,False,ok
Glasser,3,obs_FC+obs_SC,sex,0.9538633461047256,0.99,False,ok
Glasser,8,obs_FC+pred_SC,sex,0.95124019503922,0.99,False,ok
Glasser,1,obs_FC+pred_SC+bv,sex,0.9491978609625668,0.99,False,ok
Glasser,6,obs_FC+obs_SC,sex,0.9489012161297206,0.99,False,ok
Glasser,0,obs_SC,sex,0.9463112147551408,0.99,False,ok
Glasser,0,obs_SC+pred_FC,sex,0.9463112147551408,0.99,False,ok
Glasser,9,obs_FC,sex,0.9449301631303976,0.99,False,ok
Glasser,9,obs_FC+pred_SC,sex,0.9449301631303976,0.99,False,ok
Glasser,4,obs_SC+pred_FC,sex,0.9435570904381608,0.99,False,ok
Glasser,5,obs_FC+pred_SC+bv,sex,0.9426315789473684,0.99,False,ok
Glasser,9,obs_FC+pred_SC+bv,sex,0.9405053843693356,0.99,False,ok
Glasser,4,obs_SC,sex,0.9391323116770992,0.99,False,ok
Glasser,1,obs_FC+pred_SC,sex,0.9387700534759358,0.99,False,ok
Glasser,2,obs_FC+obs_SC,sex,0.9370697074010328,0.99,False,ok
Glasser,0,pred_FC+bv,sex,0.93687725249099,0.99,False,ok
Glasser,3,obs_FC+pred_SC+bv,sex,0.9355044699872286,0.99,False,ok
Glasser,8,pred_SC,sex,0.9352872588509646,0.99,False,ok
Glasser,4,obs_FC+pred_SC+bv,sex,0.935193179365422,0.99,False,ok
Glasser,7,obs_FC,sex,0.9344736842105263,0.99,False,ok
Glasser,7,obs_FC+pred_SC,sex,0.9344736842105263,0.99,False,ok
Glasser,6,obs_FC,sex,0.933912950714743,0.99,False,ok
Glasser,5,pred_FC+bv,sex,0.9334210526315788,0.99,False,ok
Glasser,4,pred_FC,sex,0.9330347507014892,0.99,False,ok
Glasser,1,pred_SC+bv,sex,0.9315508021390374,0.99,False,ok
Glasser,0,pred_FC,sex,0.9312592749629002,0.99,False,ok
Glasser,1,obs_FC,sex,0.9296791443850267,0.99,False,ok
Glasser,3,obs_FC+pred_SC,sex,0.928639846743295,0.99,False,ok
Glasser,0,obs_FC+pred_SC+bv,sex,0.9285562857748568,0.99,False,ok
Glasser,6,obs_FC+pred_SC,sex,0.9280989972263708,0.99,False,ok
Glasser,5,pred_SC+bv,sex,0.926842105263158,0.99,False,ok
Glasser,9,pred_FC+bv,sex,0.9240324128371896,0.99,False,ok
Glasser,9,obs_SC+pred_FC,sex,0.9240324128371896,0.99,False,ok
Glasser,7,pred_SC+bv,sex,0.9239473684210526,0.99,False,ok
Glasser,6,pred_FC+bv,sex,0.9226050778749731,0.99,False,ok
Glasser,6,pred_SC+bv,sex,0.9222850437379988,0.99,False,ok
Glasser,5,obs_SC,sex,0.9221052631578948,0.99,False,ok
Glasser,1,obs_SC,sex,0.9197860962566844,0.99,False,ok
Glasser,1,obs_SC+pred_FC,sex,0.9197860962566844,0.99,False,ok
Glasser,7,pred_SC,sex,0.9197368421052632,0.99,False,ok
Glasser,9,obs_SC,sex,0.9196076340761274,0.99,False,ok
Glasser,3,pred_SC,sex,0.9171455938697316,0.99,False,ok
Glasser,5,obs_SC+pred_FC,sex,0.9171052631578946,0.99,False,ok
Glasser,1,pred_FC+bv,sex,0.9165775401069518,0.99,False,ok
Glasser,3,obs_FC,sex,0.9136334610472542,0.99,False,ok
Glasser,7,pred_FC+bv,sex,0.9134210526315788,0.99,False,ok
Glasser,1,pred_SC,sex,0.9133689839572192,0.99,False,ok
Glasser,1,pred_FC,sex,0.9133689839572192,0.99,False,ok
Glasser,7,obs_SC+pred_FC,sex,0.9131578947368422,0.99,False,ok
Glasser,7,pred_FC,sex,0.9128947368421052,0.99,False,ok
Glasser,5,pred_FC,sex,0.9126315789473683,0.99,False,ok
Glasser,9,pred_FC,sex,0.9091587589295234,0.99,False,ok
Glasser,7,obs_SC,sex,0.908157894736842,0.99,False,ok
Glasser,5,obs_FC,sex,0.906842105263158,0.99,False,ok
Glasser,5,obs_FC+pred_SC,sex,0.906578947368421,0.99,False,ok
Glasser,6,obs_SC,sex,0.9063900149349264,0.99,False,ok
Glasser,0,pred_SC+bv,sex,0.905183379266483,0.99,False,ok
Glasser,9,pred_SC+bv,sex,0.9043608060560828,0.99,False,ok
Glasser,2,pred_FC+bv,sex,0.9042598967297762,0.99,False,ok
Glasser,8,pred_FC,sex,0.9040703837184652,0.99,False,ok
Glasser,4,obs_FC,sex,0.9036261601554068,0.99,False,ok
Glasser,4,obs_FC+pred_SC,sex,0.9036261601554068,0.99,False,ok
Glasser,8,pred_FC+bv,sex,0.9031693873224508,0.99,False,ok
Glasser,0,obs_FC+pred_SC,sex,0.9022683909264364,0.99,False,ok
Glasser,3,pred_SC+bv,sex,0.902139208173691,0.99,False,ok
Glasser,4,pred_SC+bv,sex,0.9019533779408592,0.99,False,ok
Glasser,6,obs_SC+pred_FC,sex,0.9018028589716236,0.99,False,ok
Glasser,9,pred_SC,sex,0.9015353449195008,0.99,False,ok
